Hybridization REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	1.86237629789488e-07	1.231822971549	6.51831704263208e-06	1
AMPLIFICATION-3Q23-3Q29	1.86282310746487e-06	1.08640674394099	3.25994043806352e-05	1
AMPLIFICATION_18Q21.33	0.0447120973913709	-0.0547945205479452	0.0978077130436238	1
NSD2	0.0242959250583525	-0.0684931506849315	0.0607398126458812	1
SAMHD1	0.0132697747803275	-0.0821917808219178	0.0357263167162664	1
SP140	0.0132697747803275	-0.0821917808219178	0.0357263167162664	1
KMT2C	0.00725738482419146	-0.0958904109589041	0.0254008468846701	1
DELETION_6Q25.3	9.53719241909948e-05	-0.191780821917808	0.000667603469336964	1
DELETION_TP53	0.000204839497377008	-0.219178082191781	0.00119489706803255	1
AMPLIFICATION_15Q21.2	0.0317879789285593	-0.224446786090622	0.074171950833305	1
DELETION_13Q12.11	0.00244631854429273	-0.320337197049526	0.00951346100558284	1
DELETION_11Q22.3	0.0129443737201414	-0.325605900948367	0.0357263167162664	1
AMPLIFICATION_14Q32.33	6.80473358563684e-06	-0.328767123287671	5.95414188743223e-05	1
DELETION_17P13.3	0.00171438282398626	-0.334035827186512	0.00750042485493989	1
ATM	0.00119480086451315	-0.347734457323498	0.00597400432256575	1
AMPLIFICATION_17Q24.3	4.24946028813308e-06	-0.397260273972603	4.95770366948859e-05	1
DELETION_11Q22.3	2.68891361445203e-06	0.546969696969697	9.4111976505821e-05	2
ATM	0.0001351202709295	0.492424242424242	0.00118230237063312	2
DELETION_13Q14.2	0.00645455262383635	0.351515151515151	0.0250611031105905	2
S1PR1	0.0131555613590483	-0.0909090909090909	0.0418586043242446	2
KMT2C	0.00716031517445444	-0.106060606060606	0.0250611031105905	2
RAD50	0.00388862847791458	-0.121212121212121	0.0194431423895729	2
TP53	0.000604691917749081	-0.166666666666667	0.00352736952020297	2
DELETION_9P21.1	4.53491391148105e-05	-0.227272727272727	0.000529073289672789	2
DELETION_9P21.3	2.31480132335346e-05	-0.242424242424242	0.000405090231586856	2
AMPLIFICATION_17Q24.3	0.000330469273588331	-0.374242424242424	0.00231328491511832	2
AMPLIFICATION-3Q23-3Q29	0.00643968837116201	-0.412121212121212	0.0250611031105905	2
DELETION_TP53	0.000455700197496238	0.716269841269841	0.00797475345618417	3
AMPLIFICATION_14Q32.33	0.0054379646702625	0.69047619047619	0.0380657526918375	3
DELETION_17P13.3	2.33301868020425e-05	0.593253968253968	0.000816556538071488	3
AMPLIFICATION-8Q23.2-8Q24.21	0.0335057570641322	0.56547619047619	0.0977251247703856	3
TP53	0.00198793093054752	0.529761904761905	0.0231925275230544	3
DELETION_13Q12.11	0.00488635612058064	0.436507936507937	0.0380657526918375	3
DELETION_13Q14.2	0.0236376262377607	0.339285714285714	0.0849821777687004	3
DELETION_19P13.3	0.0307748252397685	0.337301587301587	0.0977251247703856	3
AMPLIFICATION_18Q21.33	0.0447004416562691	-0.0555555555555556	0.120347342920725	3
ANK2	0.0242806222196287	-0.0694444444444444	0.0849821777687004	3
NSD2	0.0242806222196287	-0.0694444444444444	0.0849821777687004	3
SAMHD1	0.0132548659224015	-0.0833333333333333	0.0662743296120075	3
KMT2C	0.0072446973161043	-0.0972222222222222	0.0422607343439418	3
DELETION_9P21.1	4.17887497399695e-06	0.791359325605901	0.000146260624089893	4
DELETION_9P21.3	8.98185277534169e-05	0.687038988408851	0.00111267244889494	4
ANK2	0.0242959250583525	-0.0684931506849315	0.150545875238725	4
SP140	0.0132697747803275	-0.0821917808219178	0.116110529327866	4
DELETION_1P13.1	9.53719241909948e-05	-0.191780821917808	0.00111267244889494	4
AMPLIFICATION_14Q32.33	0.0258078643266386	-0.238145416227608	0.150545875238725	4
KMT2D	0.0243439584630452	0.361111111111111	0.0568025697471055	5
DELETION_1P13.1	0.0413146157028682	0.317460317460317	0.0850595029176698	5
AMPLIFICATION_18Q21.33	0.0447004416562691	-0.0555555555555556	0.0869175254427455	5
ANK2	0.0242806222196287	-0.0694444444444444	0.0568025697471055	5
S1PR1	0.0132548659224015	-0.0833333333333333	0.0421745733894593	5
SP140	0.0132548659224015	-0.0833333333333333	0.0421745733894593	5
CARD11	0.00116617370979929	-0.138888888888889	0.00453511998255279	5
TP53	0.000628439013518569	-0.152777777777778	0.00274942068414374	5
