"rnames","pvalue","odds.ratio","cluster"
"Deletion_13q14.2",1.62348109930758e-05,0.120534850477823,2
"SAMHD1",6.75699997454869e-05,32.5028976875526,2
"Deletion_19p13.3",0.000224488846214341,0.10608423527449,2
"Deletion_11q22.3",0.000237080978901552,0.172298511588571,2
"Deletion_6q21",0.000690623673842225,0,2
"KMT2D",0.000995917298319167,4.3955968718899,2
"Deletion_6q25.3",0.00128784080987188,0,2
"Amplification-8q23.2-8q24.21",0.0032466152967779,0.0945229525452431,2
"Deletion_1p13.1",0.0206344482490856,2.97152015883005,2
"Deletion_8p23.3",0.0275661204982583,2.65700848694524,2
"SPEN",0.0340055515459386,4.24184293462338,2
"RAD50",0.0340055515459386,4.24184293462338,2
"Amplification-3q22.1-3q22.3",0.0366619518571025,0.353164489341531,2
"Deletion_17p13.3",0.0577486981133479,0.378448994455141,2
"Amplification_13q31.3",0.0599195463023072,4.12674034085527,2
