"rnames","pvalue","odds.ratio","cluster"
"Deletion_11q22.3",2.1641459598216e-09,16.6352844545299,2
"ATM",1.78682015276751e-06,7.28230821206527,2
"Deletion_1q21.1-1q21.3",0.000497416050943898,0.0677005707550827,2
"Amplification-3q22.1-3q22.3",0.00056040465249036,0.177185754784381,2
"BIRC3",0.000585182593271841,23.5524490492943,2
"Deletion_13q14.2",0.000855547449922978,4.01761040745122,2
"Deletion_TP53",0.00974463679263541,0.105004967976068,2
"Amplification_14q32.33",0.0106247718484337,3.05282346398695,2
"Amplification-3q23-3q29",0.0116427622812267,0.339884176967204,2
"Deletion_1p13.1",0.0258940847106618,0.205811281334518,2
"CCND1",0.0267915599125588,3.55092495193094,2
"Deletion_9p21.1",0.0695322712747884,0.266193413648054,2
"Amplification_18q21.33",0.0760480264572787,3.24883970836034,2
