"rnames","pvalue","odds.ratio","cluster"
"Amplification-3q22.1-3q22.3",7.16101825694261e-15,25.4544489299518,1
"Amplification-3q23-3q29",3.36838407981717e-14,46.6142641712811,1
"Amplification-8q23.2-8q24.21",0.000249506913171558,4.87413396557127,1
"Wide_peak_1p21.2-22.1",0.0073458928070793,0.363533583828415,1
"S1PR1",0.0118473243303156,5.08547970103793,1
"Amplification_18q21.33",0.02004206186684,0,1
"BORCS8-MEF2B",0.0401075323755667,4.63620312773977,1
"SP140",0.0420253673839849,0.152001432558247,1
"Deletion_9p21.1",0.0475260672501567,2.54699506610368,1
"Deletion_1p13.1",0.0675530740644743,0.350769961509163,1
"HLA-C",0.0683943954309595,0.164533661276212,1
"TP53",0.0999062641998139,0.268631737004505,1
