"rnames","pvalue","odds.ratio","cluster"
"Deletion_1p13.1",8.4028288363107e-06,7.56704734808933,4
"Amplification-3q22.1-3q22.3",1.04085615813525e-05,0.172372643794052,4
"Amplification-8q23.2-8q24.21",1.07989325747385e-05,0.0783530232587809,4
"Amplification-3q23-3q29",6.24862978504209e-05,0.245415715830287,4
"Deletion_13q14.2",0.000119626384660333,0.256081344397171,4
"Deletion_11q22.3",0.000393517667968999,0.278865947361141,4
"SPEN",0.000741618088005477,16.9799101286268,4
"Wide_peak_1p21.2-22.1",0.000798506584130492,3.23072109391975,4
"SP140",0.0020261756785662,5.86184959006817,4
"CCND1",0.00299456495364384,0.0875183670559393,4
"SAMHD1",0.00492976246226485,12.7071693517435,4
"ANK2",0.0245885810899623,0,4
"BORCS8-MEF2B",0.0245885810899623,0,4
"Deletion_1q21.1-1q21.3",0.0313832860918444,2.40010630058102,4
"TP53",0.0425922233220209,0.271279934201286,4
"BIRC3",0.0448527347844441,0,4
"DAZAP1",0.0538174013039599,5.30555185644,4
"UBR5",0.068420341587792,2.60159881776678,4
"Deletion_9p21.1",0.0694472403797076,0.379553623907051,4
