Hybridization REF	p	difference	q	subclass
AMPLIFICATION-8Q23.2-8Q24.21	9.47516680221262e-06	1.22097378277154	0.000331630838077442	1
DELETION_8P23.3	0.00245357370484084	0.419475655430712	0.0171750159338859	1
BORCS8-MEF2B	0.0244922310105497	-0.0561797752808989	0.0779298259426581	1
SAMHD1	0.0244922310105497	-0.0561797752808989	0.0779298259426581	1
DAZAP1	0.00742094808053871	-0.0786516853932584	0.0288592425354283	1
SPEN	0.00742094808053871	-0.0786516853932584	0.0288592425354283	1
ARID1A	0.00409345889920482	-0.0898876404494382	0.0238785102453615	1
HLA-C	0.00124001038103881	-0.112359550561798	0.0108500908340896	1
AMPLIFICATION_18Q21.33	0.00681636711628883	-0.112359550561798	0.0288592425354283	1
TP53	0.0006794728702207	-0.123595505617978	0.00792718348590817	1
AMPLIFICATION_17Q24.3	0.000143975026030246	-0.371410736579276	0.00251956295552931	1
AMPLIFICATION_14Q32.33	0.0331457189579904	0.338528138528139	0.105463651229969	2
ATM	0.0016220276711705	0.336363636363636	0.00946182808182792	2
DELETION_11Q22.3	0.0100757205652892	0.277056277056277	0.0391833577539024	2
ANK2	0.0243529870303198	-0.0649350649350649	0.0852354546061193	2
UBR5	0.000645617478057838	-0.142857142857143	0.00564915293300608	2
SMARCA4	0.00034800311699363	-0.155844155844156	0.00406003636492568	2
DELETION_15Q26.2	0.00293179571144602	-0.174458874458874	0.0130449382630029	2
AMPLIFICATION_7P22.3	0.00298170017440067	-0.213419913419913	0.0130449382630029	2
DELETION_9P21.1	1.42355873389786e-05	-0.220779220779221	0.000249122778432126	2
DELETION_8P23.3	6.36256154735581e-06	-0.348917748917749	0.000222689654157453	2
AMPLIFICATION_17Q24.3	0.00120580351175939	-0.367532467532467	0.00844062458231573	2
AMPLIFICATION-3Q22.1-3Q22.3	0.000114859216486446	0.806341463414634	0.00402007257702561	3
DELETION_9P21.3	0.00438166196874602	0.330243902439024	0.047767308003741	3
DELETION_9P21.1	0.00545912091471326	0.314634146341463	0.047767308003741	3
TP53	0.0213952907655555	0.231219512195122	0.106820713334371	3
SAMHD1	0.0244161630478562	-0.0609756097560976	0.106820713334371	3
DAZAP1	0.00735739004999305	-0.0853658536585366	0.0515017303499513	3
CARD11	0.000660846873262627	-0.134146341463415	0.011564820282096	3
AMPLIFICATION_14Q32.33	0.0135292948496997	-0.273658536585366	0.0789208866232483	3
UBR5	0.0129212429082022	0.304022988505747	0.0502492779763419	4
BORCS8-MEF2B	0.0244717950588958	-0.0574712643678161	0.077864802460123	4
ANK2	0.0244717950588958	-0.0574712643678161	0.077864802460123	4
KIAA1671	0.00740385085892246	-0.0804597701149425	0.0323918475077858	4
DELETION_15Q26.2	0.045157797736115	-0.133908045977012	0.121578686212617	4
CCND1	0.000367410893220906	-0.137931034482759	0.00214323021045529	4
DELETION_TP53	5.05318486363729e-05	-0.241379310344828	0.000589538234091017	4
DELETION_13Q14.2	0.0307492114057781	-0.255747126436782	0.0896851999335194	4
DELETION_17P13.3	0.000183294773190417	-0.283333333333333	0.00160382926541615	4
ATM	0.000429201987516553	-0.378735632183908	0.00214600993758276	4
DELETION_11Q22.3	0.000303109969411249	-0.390229885057471	0.00212176978587874	4
AMPLIFICATION-8Q23.2-8Q24.21	1.48934352107622e-06	-0.390804597701149	2.60635116188338e-05	4
AMPLIFICATION-3Q22.1-3Q22.3	2.22160404973531e-08	-0.605172413793103	7.77561417407359e-07	4
AMPLIFICATION_17Q24.3	0.000326370218666247	1.05990783410138	0.00285573941332966	5
AMPLIFICATION_15Q21.2	9.53524709317502e-05	0.970814132104455	0.00111244549420375	5
BORCS8-MEF2B	0.0245303699180331	-0.0537634408602151	0.0660433036254737	5
SAMHD1	0.0245303699180331	-0.0537634408602151	0.0660433036254737	5
ANK2	0.0245303699180331	-0.0537634408602151	0.0660433036254737	5
PCLO	0.0134987938225596	-0.0645161290322581	0.0472457783789586	5
SPEN	0.00745289950203391	-0.0752688172043011	0.0326064353213984	5
TP53	0.000688930878229324	-0.118279569892473	0.00401876345633772	5
CARD11	0.000688930878229324	-0.118279569892473	0.00401876345633772	5
DELETION_9P21.1	1.72353237718412e-05	-0.182795698924731	0.000301618166007221	5
DELETION_9P21.3	2.51030663708301e-06	-0.21505376344086	8.78607322979053e-05	5
AMPLIFICATION-8Q23.2-8Q24.21	0.00726395416117677	-0.283410138248848	0.0326064353213984	5
AMPLIFICATION-3Q22.1-3Q22.3	0.0119479594162673	-0.377112135176651	0.0464642866188173	5
