Hybridization REF	p	difference	q	subclass
AMPLIFICATION-8Q23.2-8Q24.21	0.000116309349361826	0.939276485788114	0.00407082722766391	1
DELETION_11Q22.3	0.00365036823749957	0.385012919896641	0.025552577662497	1
DELETION_13Q14.2	0.00233412750294196	0.382428940568475	0.0204236156507422	1
ANK2	0.04160473901626	0.222222222222222	0.13077651071699	1
NOTCH2	0.0448376608172536	-0.0465116279069767	0.13077651071699	1
DAZAP1	0.0244612065693308	-0.0581395348837209	0.0856142229926578	1
BORCS8-MEF2B	0.0134311118508096	-0.0697674418604651	0.058761114347292	1
SPEN	0.0073949986574282	-0.0813953488372093	0.0431374921683312	1
KMT2C	0.00067183801444732	-0.127906976744186	0.00783811016855207	1
ARID1A	0.000365653786578891	-0.13953488372093	0.00639894126513059	1
DELETION_1P13.1	0.0179920446302701	-0.177002583979328	0.0699690624510504	1
DELETION_17P11.2	0.0105730885259285	-0.249354005167959	0.0528654426296425	1
TP53	0.000144696276616306	0.658730158730159	0.00168812322719024	2
DELETION_17P13.3	0.000802663718101276	0.496825396825397	0.00561864602670893	2
DELETION_TP53	0.029873260878653	0.349206349206349	0.104556413075286	2
RAD50	0.0425893010035819	0.301587301587302	0.113598969193228	2
DELETION_13Q14.2	0.0454395876772914	0.292063492063492	0.113598969193228	2
NOTCH2	0.044868630998371	-0.0444444444444444	0.113598969193228	2
ANK2	0.044868630998371	-0.0444444444444444	0.113598969193228	2
DAZAP1	0.0245020955512088	-0.0555555555555556	0.0952859271435898	2
BORCS8-MEF2B	0.0134711129658071	-0.0666666666666667	0.0589361192254061	2
KMT2C	0.000681911505081557	-0.122222222222222	0.00561864602670893	2
AMPLIFICATION_18Q21.33	0.00104775193341101	-0.133333333333333	0.00611188627823089	2
DELETION_15Q26.2	8.82343186872491e-06	-0.2	0.000154410057702686	2
DELETION_11Q22.3	0.0123446688983372	-0.301587301587302	0.0589361192254061	2
ATM	3.35662927143366e-14	-0.477777777777778	1.17482024500178e-12	2
AMPLIFICATION-3Q22.1-3Q22.3	2.99441115939621e-12	1.56500488758553	1.04804390578867e-10	3
NOTCH2	0.0448900248789073	-0.043010752688172	0.112225062197268	3
ANK2	0.0448900248789073	-0.043010752688172	0.112225062197268	3
DAZAP1	0.0245303699180331	-0.0537634408602151	0.0755253040259704	3
S1PR1	0.0245303699180331	-0.0537634408602151	0.0755253040259704	3
SPEN	0.00745289950203391	-0.0752688172043011	0.0372644975101696	3
KIAA1671	0.00745289950203391	-0.0752688172043011	0.0372644975101696	3
TET2	0.00745289950203391	-0.0752688172043011	0.0372644975101696	3
DELETION_6Q25.3	1.72353237718412e-05	-0.182795698924731	0.000201078777338147	3
DELETION_17P11.2	0.0258943899517613	-0.253176930596285	0.0755253040259704	3
DELETION_19P13.3	0.0210708560825966	-0.263929618768328	0.0755253040259704	3
DELETION_13Q12.11	0.0138492458365807	-0.285434995112414	0.0605904505350406	3
AMPLIFICATION_15Q21.2	2.5348710530406e-07	-0.333333333333333	4.43602434282105e-06	3
DELETION_11Q22.3	0.00375391935464739	-0.349951124144673	0.0328467943531647	3
KMT2D	0.0127967964213977	0.387265917602996	0.0428319163572278	4
DELETION_1P13.1	0.0401713198300234	0.30936329588015	0.100428299575058	4
ANK2	0.0448611627818507	-0.0449438202247191	0.104676046490985	4
DAZAP1	0.0244922310105497	-0.0561797752808989	0.06594062195148	4
S1PR1	0.0244922310105497	-0.0561797752808989	0.06594062195148	4
BORCS8-MEF2B	0.0134614594265573	-0.0674157303370786	0.0428319163572278	4
PCLO	0.0134614594265573	-0.0674157303370786	0.0428319163572278	4
KIAA1671	0.00742094808053871	-0.0786516853932584	0.0324666478523569	4
KMT2C	0.0006794728702207	-0.123595505617978	0.0047563100915449	4
ARID1A	0.000370817399918013	-0.134831460674157	0.00324465224928261	4
DELETION_9P21.1	1.65542499216451e-05	-0.191011235955056	0.000193132915752526	4
AMPLIFICATION_15Q21.2	0.00477436130819086	-0.270411985018727	0.0278504409644467	4
DELETION_11Q22.3	0.00601366249639551	-0.316104868913858	0.0300683124819776	4
AMPLIFICATION-8Q23.2-8Q24.21	5.58043773643158e-06	-0.325842696629214	9.76576603875526e-05	4
DELETION_13Q14.2	4.54811639119214e-06	-0.461423220973783	9.76576603875526e-05	4
DELETION_11Q22.3	0.000157622924820042	0.471826625386997	0.00110336047374029	5
ATM	0.000214703497715872	0.460061919504644	0.00125243707000925	5
DELETION_19P13.3	0.00575998347894873	0.372755417956656	0.0251999277204007	5
BORCS8-MEF2B	0.0267558645467731	0.251393188854489	0.0851322962851871	5
NOTCH2	0.0448294384119088	-0.0470588235294118	0.112073596029772	5
ANK2	0.0448294384119088	-0.0470588235294118	0.112073596029772	5
PCLO	0.0134205056784044	-0.0705882352941176	0.0469717698744154	5
SPEN	0.0073859343732267	-0.0823529411764706	0.0287230781181038	5
RAD50	0.00122519226734211	-0.117647058823529	0.00612596133671055	5
DELETION_15Q26.2	0.0363372721667107	-0.147368421052632	0.10598371048624	5
DELETION_8P23.3	0.000150757392708046	-0.30030959752322	0.00110336047374029	5
DELETION_TP53	6.63027842613448e-07	-0.329411764705882	1.16029872457353e-05	5
AMPLIFICATION-8Q23.2-8Q24.21	5.27301726008015e-06	-0.341176470588235	6.15185347009351e-05	5
AMPLIFICATION_17Q24.3	5.42615490422236e-09	-0.505882352941176	1.89915421647783e-07	5
AMPLIFICATION_17Q24.3	0.00015509068715333	0.85920177383592	0.00180939135012218	6
AMPLIFICATION_15Q21.2	2.31740099757815e-05	0.832594235033259	0.000811090349152353	6
DELETION_17P11.2	0.000254741511649166	0.462305986696231	0.0022289882269302	6
KMT2C	0.0166217746408179	0.26940133037694	0.0484801760357189	6
ANK2	0.0448035010594034	-0.0487804878048781	0.120624810544548	6
BORCS8-MEF2B	0.0133870868298953	-0.0731707317073171	0.0459241050607312	6
TET2	0.00735739004999305	-0.0853658536585366	0.0321885814687196	6
RAD50	0.00121316681988406	-0.121951219512195	0.00849216773918842	6
TP53	5.50673063461957e-05	-0.182926829268293	0.000963677861058425	6
KMT2D	0.00360764644124353	-0.198447893569845	0.0210446042405873	6
AMPLIFICATION-8Q23.2-8Q24.21	0.0144332901619441	-0.238359201773836	0.0459241050607312	6
DELETION_19P13.3	0.0119359424328705	-0.241685144124169	0.0459241050607312	6
AMPLIFICATION-3Q22.1-3Q22.3	0.00646509797312772	-0.358093126385809	0.0321885814687196	6
