Hybridization REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	3.09405269493156e-11	1.38218390804598	1.08291844322605e-09	1
AMPLIFICATION-3Q23-3Q29	3.26855110779048e-08	1.11925287356322	5.71996443863334e-07	1
NSD2	0.0448456843209189	-0.0459770114942529	0.0938375868987037	1
NOTCH2	0.0448456843209189	-0.0459770114942529	0.0938375868987037	1
NOTCH1	0.0244717950588958	-0.0574712643678161	0.0713760689217794	1
SAMHD1	0.0134414670689159	-0.0689655172413793	0.042768304310187	1
BORCS8-MEF2B	0.00740385085892246	-0.0804597701149425	0.0298514579971193	1
DELETION_TP53	0.0295208110439881	-0.190373563218391	0.079479106656891	1
DELETION_9P21.1	1.61976082940746e-05	-0.195402298850575	0.000113383258058522	1
DELETION_17P11.2	0.0455782564936561	-0.208333333333333	0.0938375868987037	1
DELETION_9P21.3	4.4277819520981e-06	-0.218390804597701	3.87430920808584e-05	1
DELETION_13Q12.11	0.0359330387592096	-0.219827586206897	0.089832596898024	1
DELETION_19P13.3	0.0131137734371089	-0.265804597701149	0.042768304310187	1
DELETION_17P13.3	0.00767608919925925	-0.288793103448276	0.0298514579971193	1
AMPLIFICATION_15Q21.2	6.92064679302851e-07	-0.32183908045977	8.07408792519993e-06	1
AMPLIFICATION_17Q24.3	0.000662036306118597	-0.351293103448276	0.00386187845235848	1
DELETION_11Q22.3	0.00302883047247198	-0.375718390804598	0.0151441523623599	1
AMPLIFICATION_14Q32.33	6.44817624176004e-07	1.12991452991453	2.25686168461601e-05	2
DELETION_19P13.3	0.00205859863675606	0.48034188034188	0.0144101904572924	2
DELETION_11Q22.3	0.0357846962783648	0.302564102564103	0.116803528488373	2
NSD2	0.044868630998371	-0.0444444444444444	0.116803528488373	2
NOTCH2	0.044868630998371	-0.0444444444444444	0.116803528488373	2
PCLO	0.0245020955512088	-0.0555555555555556	0.107196668036538	2
BORCS8-MEF2B	0.00742920681420601	-0.0777777777777778	0.0371460340710301	2
ARID1A	0.000681911505081557	-0.122222222222222	0.00596672566946362	2
DELETION_9P21.1	1.67284651176634e-05	-0.188888888888889	0.00019516542637274	2
DELETION_6Q21	0.0467214113953492	-0.18974358974359	0.116803528488373	2
DELETION_9P21.3	4.62009198303495e-06	-0.211111111111111	8.08516097031116e-05	2
AMPLIFICATION-8Q23.2-8Q24.21	0.0395858437425793	-0.211965811965812	0.116803528488373	2
AMPLIFICATION_17Q24.3	0.00427491541429797	-0.323076923076923	0.0249370065834048	2
AMPLIFICATION-3Q22.1-3Q22.3	0.0443513921587353	-0.402564102564103	0.116803528488373	2
ATM	1.21057149275794e-08	0.58117816091954	4.23700022465279e-07	3
DELETION_11Q22.3	0.000160483172320383	0.438218390804598	0.00140422775780335	3
BORCS8-MEF2B	0.0294659076067961	0.289511494252874	0.0687537844158576	3
DELETION_13Q14.2	0.0487188493248625	0.273706896551724	0.0947310959094549	3
NOTCH1	0.0244717950588958	-0.0574712643678161	0.0611794876472395	3
SAMHD1	0.0134414670689159	-0.0689655172413793	0.0361885651855428	3
SPEN	0.00740385085892246	-0.0804597701149425	0.0235577072783896	3
RAD50	0.00407995923172239	-0.0919540229885057	0.0158665081233648	3
CARD11	0.00123276545134069	-0.114942528735632	0.00616382725670345	3
TP53	0.000367410893220906	-0.137931034482759	0.00257187625254634	3
DELETION_9P21.1	1.61976082940746e-05	-0.195402298850575	0.000188972096764204	3
DELETION_17P11.2	0.0455782564936561	-0.208333333333333	0.0938375868987037	3
DELETION_13Q12.11	0.0359330387592096	-0.219827586206897	0.078603522285771	3
AMPLIFICATION-8Q23.2-8Q24.21	0.0105848271970457	-0.236350574712644	0.03087241265805	3
AMPLIFICATION_15Q21.2	0.00611581545554204	-0.247844827586207	0.0214053540943971	3
