Hybridization REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	3.09676072640337e-09	1.23913043478261	5.4193312712059e-08	1
AMPLIFICATION-3Q23-3Q29	1.4522388438521e-10	1.06521739130435	5.08283595348235e-09	1
TET2	0.0134897730195326	-0.0652173913043478	0.0578836470222138	1
NOTCH2	0.0134897730195326	-0.0652173913043478	0.0578836470222138	1
DELETION_9P21.1	0.0442823301361549	-0.119565217391304	0.140898323160493	1
AMPLIFICATION_18Q21.33	0.00188987890853647	-0.119565217391304	0.0132291523597553	1
DELETION_9P21.3	0.0303936005344194	-0.130434782608696	0.106377601870468	1
TP53	0.00020463777470324	-0.141304347826087	0.00179058052865335	1
UBR5	0.00020463777470324	-0.141304347826087	0.00179058052865335	1
AMPLIFICATION_7P22.3	0.0148843663771407	-0.217391304347826	0.0578836470222138	1
AMPLIFICATION_15Q21.2	0.0025425280050608	-0.271739130434783	0.0148314133628547	1
UBR5	0.00221475355911761	0.521923620933522	0.00734315215447186	2
BORCS8-MEF2B	0.0245972811331862	-0.0495049504950495	0.0506414611565598	2
ANK2	0.0245972811331862	-0.0495049504950495	0.0506414611565598	2
TET2	0.0135643671559978	-0.0594059405940594	0.0316501900306615	2
SPEN	0.00750909219335163	-0.0693069306930693	0.0187727304833791	2
DELETION_12P13.2	0.00230784781997687	-0.0891089108910891	0.00734315215447186	2
CCND1	0.000388647457279448	-0.118811881188119	0.00170033262559759	2
DELETION_9P21.1	3.43207622795535e-05	-0.158415841584158	0.000171603811397768	2
DELETION_9P21.3	1.84799319279442e-05	-0.168316831683168	0.000107799602913008	2
DELETION_6Q25.3	9.89439328026406e-06	-0.178217821782178	6.92607529618484e-05	2
DELETION_15Q26.2	2.78522301528886e-06	-0.198019801980198	2.43707013837775e-05	2
DELETION_TP53	1.85647257973509e-06	-0.277227722772277	2.16588467635761e-05	2
WIDE_PEAK_1P21.2-22.1	0.0308289990810193	-0.290664780763791	0.0567902614650356	2
DELETION_13Q14.2	0.0308289990810193	-0.290664780763791	0.0567902614650356	2
DELETION_17P13.3	0.0020046427991206	-0.294908062234795	0.00734315215447186	2
DELETION_11Q22.3	0.00411820292476167	-0.352192362093352	0.0120114251972215	2
AMPLIFICATION-8Q23.2-8Q24.21	1.03882666167228e-07	-0.396039603960396	1.81794665792649e-06	2
AMPLIFICATION-3Q23-3Q29	0.0068832799505522	-0.518387553041018	0.018531907559179	2
AMPLIFICATION-3Q22.1-3Q22.3	1.81689878186434e-11	-0.603960396039604	6.35914573652519e-10	2
AMPLIFICATION_15Q21.2	8.25640858629945e-05	0.683497536945813	0.000722435751301202	3
DELETION_11Q22.3	3.03202498770689e-08	0.535303776683087	1.06120874569741e-06	3
ATM	0.000302325598594187	0.392446633825944	0.00211627919015931	3
DELETION_13Q14.2	0.000435673502650446	0.370689655172414	0.00254142876546093	3
CCND1	0.0342025790789259	0.192528735632184	0.0997575223135339	3
SPEN	0.00740385085892246	-0.0804597701149425	0.028792753340254	3
RAD50	0.00740385085892246	-0.0804597701149425	0.028792753340254	3
KMT2C	0.00067443782781069	-0.126436781609195	0.00337218913905345	3
DELETION_9P21.1	0.0133126919107079	-0.136699507389163	0.0423585651704342	3
DELETION_9P21.3	0.00828819600125966	-0.148193760262726	0.0290086860044088	3
AMPLIFICATION-3Q23-3Q29	6.79135301108251e-05	-0.507389162561576	0.000722435751301202	3
AMPLIFICATION-3Q22.1-3Q22.3	8.38366107177828e-07	-0.55952380952381	1.4671406875612e-05	3
DELETION_TP53	0.000124973028871935	0.946666666666667	0.00371656627961936	4
TP53	0.000765919364975153	0.56	0.00670179444353259	4
DELETION_17P13.3	0.00173149553145621	0.463333333333333	0.0121204687201935	4
BORCS8-MEF2B	0.0245895225721711	-0.05	0.0956259211139987	4
ANK2	0.0245895225721711	-0.05	0.0956259211139987	4
