Hybridization REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	1.45137160403986e-08	1.05825617283951	5.07980061413951e-07	1
AMPLIFICATION-8Q23.2-8Q24.21	0.0072067573259731	0.427469135802469	0.0503728889855804	1
DELETION_8P23.3	0.018306544550326	0.246527777777778	0.0613450534138384	1
ANK2	0.0192798739300635	0.175154320987654	0.0613450534138384	1
BORCS8-MEF2B	0.0374019502061154	0.143904320987654	0.100697558247234	1
BIRC3	0.0447944043243716	-0.0493827160493827	0.104520276756867	1
TP53	0.0368244073957904	-0.104552469135802	0.100697558247234	1
AMPLIFICATION_18Q21.33	0.00120896827823886	-0.123456790123457	0.01057847243459	1
AMPLIFICATION_13Q31.3	0.0115138031967041	-0.123456790123457	0.0503728889855804	1
DELETION_6Q21	0.0447851620475687	-0.158950617283951	0.104520276756867	1
DELETION_TP53	0.0172683070379893	-0.172067901234568	0.0613450534138384	1
DELETION_17P11.2	0.0104224811587613	-0.208333333333333	0.0503728889855804	1
WIDE_PEAK_1P21.2-22.1	0.00947824209752536	-0.267746913580247	0.0503728889855804	1
AMPLIFICATION_15Q21.2	0.00120464789227826	-0.288966049382716	0.01057847243459	1
AMPLIFICATION_17Q24.3	9.80512389987107e-05	-0.369598765432099	0.00171589668247744	1
AMPLIFICATION_14Q32.33	4.97723159934218e-05	0.661498708010336	0.000348406211953953	2
DELETION_19P13.3	0.000535281439179601	0.397071490094746	0.00312247506188101	2
DELETION_11Q22.3	0.00656942466779226	0.296726959517657	0.0287583281122208	2
ATM	0.0190147092703544	0.25968992248062	0.0511934480355695	2
NOTCH1	0.0448376608172536	-0.0465116279069767	0.0980823830377422	2
BORCS8-MEF2B	0.0134311118508096	-0.0697674418604651	0.039174076231528	2
PCLO	0.0134311118508096	-0.0697674418604651	0.039174076231528	2
S1PR1	0.0073949986574282	-0.0813953488372093	0.0287583281122208	2
ANK2	0.0073949986574282	-0.0813953488372093	0.0287583281122208	2
AMPLIFICATION_13Q31.3	0.0115679018109877	-0.116279069767442	0.039174076231528	2
DELETION_6Q21	0.0364306873669172	-0.167958656330749	0.0850049371894735	2
AMPLIFICATION_7P22.3	0.0293952118568112	-0.170111972437554	0.073488029642028	2
DELETION_9P21.1	1.60150729120199e-05	-0.197674418604651	0.000140131887980174	2
DELETION_8P23.3	9.06247319557241e-07	-0.335055986218777	1.58593280922517e-05	2
AMPLIFICATION_17Q24.3	2.53465627773263e-07	-0.430232558139535	8.87129697206421e-06	2
AMPLIFICATION-3Q22.1-3Q22.3	1.39643787050756e-06	-0.507321274763135	1.62917751559215e-05	2
DELETION_TP53	0.0195650877138739	1.03582554517134	0.0570648391654655	3
BIRC3	0.0449733284314544	-0.0373831775700935	0.10493776634006	3
NOTCH1	0.0449733284314544	-0.0373831775700935	0.10493776634006	3
TET2	0.0246406905317412	-0.0467289719626168	0.0663403206623802	3
BORCS8-MEF2B	0.0136069587749802	-0.0560747663551402	0.0432948688294825	3
KIAA1671	0.0075456411355673	-0.0654205607476635	0.0264097439744856	3
S1PR1	0.0075456411355673	-0.0654205607476635	0.0264097439744856	3
ANK2	0.0075456411355673	-0.0654205607476635	0.0264097439744856	3
DELETION_12P13.2	0.0012933790739621	-0.0934579439252336	0.0064668953698105	3
KMT2C	0.0012933790739621	-0.0934579439252336	0.0064668953698105	3
CARD11	0.0012933790739621	-0.0934579439252336	0.0064668953698105	3
ARID1A	0.000716740343815006	-0.102803738317757	0.0062714780083813	3
UBR5	0.000716740343815006	-0.102803738317757	0.0062714780083813	3
SMARCA4	0.000218291814682255	-0.121495327102804	0.00382010675693946	3
AMPLIFICATION_15Q21.2	1.06845590033406e-07	-0.317757009345794	3.73959565116921e-06	3
DELETION_6Q21	0.000398022491995909	0.437265917602996	0.00464359573995227	4
AMPLIFICATION_7P22.3	0.0294490151150501	0.376404494382023	0.13655150773815	4
DELETION_9P21.1	0.0116527233689097	0.285112359550562	0.0815690635823679	4
UBR5	0.0177123515303941	0.246722846441948	0.103322050593966	4
BIRC3	0.0448611627818507	-0.0449438202247191	0.174460077484975	4
DELETION_15Q26.2	0.0312117731972914	-0.12687265917603	0.13655150773815	4
DELETION_11Q22.3	0.00136532513974544	-0.342228464419476	0.0119465949727726	4
AMPLIFICATION_14Q32.33	4.89252417392428e-07	-0.348314606741573	8.56191730436749e-06	4
AMPLIFICATION-3Q22.1-3Q22.3	8.77095396273404e-08	-0.531367041198502	3.06983388695691e-06	4
AMPLIFICATION_17Q24.3	9.72856886860273e-07	1.1184456928839	3.40499910401096e-05	5
AMPLIFICATION_15Q21.2	2.13105776901648e-05	0.781835205992509	0.000372935109577884	5
DELETION_17P11.2	0.00028691086920014	0.445224719101124	0.00324465224928261	5
KMT2C	0.0364871872913409	0.205056179775281	0.127705155519693	5
NOTCH1	0.0448611627818507	-0.0449438202247191	0.142740063396798	5
TET2	0.0244922310105497	-0.0561797752808989	0.0952475650410266	5
BORCS8-MEF2B	0.0134614594265573	-0.0674157303370786	0.0673072971327865	5
ANK2	0.00742094808053871	-0.0786516853932584	0.0432888638031425	5
TP53	0.000370817399918013	-0.134831460674157	0.00324465224928261	5
AMPLIFICATION-8Q23.2-8Q24.21	0.0160250955884446	-0.245786516853933	0.0701097931994451	5
DELETION_19P13.3	0.0043746333310716	-0.257022471910112	0.0306224333175012	5
