Hybridization REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	1.71732836885603e-07	1.06916555109326	6.01064929099611e-06	1
AMPLIFICATION-8Q23.2-8Q24.21	0.00557844812818791	0.49888442659527	0.028449718750538	1
DELETION_8P23.3	0.000706388377764815	0.388665774207943	0.00815567185923909	1
DELETION_15Q26.2	0.000932076783913039	0.372155287817938	0.00815567185923909	1
ANK2	0.00829497628972972	0.247211066488175	0.0322582411267267	1
NSD2	0.0244278475884526	-0.0602409638554217	0.0854974665595841	1
SP140	0.000663687395612195	-0.132530120481928	0.00815567185923909	1
AMPLIFICATION_15Q21.2	0.00827804571555935	-0.238286479250335	0.0322582411267267	1
DELETION_19P13.3	0.0019889720333971	-0.262382864792503	0.0139228042337797	1
WIDE_PEAK_1P21.2-22.1	0.0056899437501076	-0.29495760821062	0.028449718750538	1
DELETION_11Q22.3	1.68941906087632e-10	0.587979094076655	5.91296671306712e-09	2
AMPLIFICATION_14Q32.33	0.00383265088137856	0.45993031358885	0.0169254377646604	2
DELETION_13Q14.2	0.000453059020284301	0.371951219512195	0.00396426642748763	2
DELETION_19P13.3	0.00187789310589725	0.35191637630662	0.0129391231051936	2
ATM	0.00441437654395317	0.312717770034843	0.0171670198931512	2
KMT2C	0.00221813538946176	-0.109756097560976	0.0129391231051936	2
SMARCA4	0.0254415247400864	-0.122822299651568	0.0742044471585853	2
DELETION_9P21.1	0.0316245677220406	-0.14808362369338	0.0851430669439555	2
DELETION_9P21.3	0.0213873383509254	-0.160278745644599	0.0742044471585853	2
DELETION_17P11.2	0.0234705322645823	-0.198606271777004	0.0742044471585853	2
DELETION_TP53	0.000448330836695328	-0.256968641114983	0.00396426642748763	2
DELETION_8P23.3	0.00386867148906523	-0.259581881533101	0.0169254377646604	2
AMPLIFICATION_17Q24.3	7.49784846455191e-07	-0.452090592334495	1.31212348129658e-05	2
AMPLIFICATION_17Q24.3	0.00154033749129021	0.766666666666667	0.0134779530487893	3
AMPLIFICATION_15Q21.2	0.000233727960646349	0.683333333333333	0.00818047862262221	3
SP140	0.0341419662251235	0.244444444444444	0.0995807348232769	3
NSD2	0.0245020955512088	-0.0555555555555556	0.0779612131174825	3
TET2	0.0134711129658071	-0.0666666666666667	0.0589361192254061	3
ANK2	0.00409998297719149	-0.0888888888888889	0.0286998808403404	3
SPEN	0.00124351631358049	-0.111111111111111	0.0134779530487893	3
DELETION_12P13.2	0.00124351631358049	-0.111111111111111	0.0134779530487893	3
DELETION_8P23.3	0.024115986679109	-0.227777777777778	0.0779612131174825	3
DELETION_13Q14.2	0.021703366251933	-0.272222222222222	0.0779612131174825	3
AMPLIFICATION-8Q23.2-8Q24.21	0.00678283981798136	-0.277777777777778	0.0339141990899068	3
AMPLIFICATION-3Q22.1-3Q22.3	0.00542412844277317	-0.383333333333333	0.0316407492495102	3
KMT2C	0.00502532319306602	0.636963696369637	0.0159896647052101	4
DELETION_17P11.2	0.00665930544640661	0.53025302530253	0.0194229742186859	4
CARD11	0.0224382378623846	0.496149614961496	0.0523558883455641	4
NSD2	0.0245972811331862	-0.0495049504950495	0.0538065524788448	4
TET2	0.0135643671559978	-0.0594059405940594	0.0339109178899945	4
KIAA1671	0.00750909219335163	-0.0693069306930693	0.0202167866744082	4
ANK2	0.00416319387845397	-0.0792079207920792	0.0145711785745889	4
SPEN	0.00127763983741382	-0.099009900990099	0.00558967428868546	4
UBR5	0.000705717526360975	-0.108910891089109	0.00352858763180488	4
CCND1	0.00021326540604585	-0.128712871287129	0.00124404820193412	4
TP53	0.000116547114201677	-0.138613861386139	0.000815829799411739	4
DELETION_6Q21	9.89439328026406e-06	-0.178217821782178	8.65759412023105e-05	4
DELETION_15Q26.2	9.89439328026406e-06	-0.178217821782178	8.65759412023105e-05	4
DELETION_TP53	5.47220601761795e-06	-0.247524752475248	8.65759412023105e-05	4
AMPLIFICATION-8Q23.2-8Q24.21	3.60032993401493e-07	-0.356435643564356	1.26011547690523e-05	4
AMPLIFICATION-3Q22.1-3Q22.3	0.00203233725344486	-0.492849284928493	0.00790353376339668	4
DELETION_9P21.3	0.000578665250232235	0.502415458937198	0.00400539419083522	5
DELETION_9P21.1	0.00192967508141982	0.446859903381643	0.0096483754070991	5
ANK2	0.00411260420393774	-0.0869565217391304	0.0179926433922276	5
SP140	0.000686639004143181	-0.119565217391304	0.00400539419083522	5
ARID1A	0.000686639004143181	-0.119565217391304	0.00400539419083522	5
SMARCA4	0.000110921200195913	-0.152173913043478	0.00129408066895232	5
DELETION_11Q22.3	0.0213077267093596	-0.277777777777778	0.0828633816475096	5
AMPLIFICATION_15Q21.2	5.54524595874354e-08	-0.347826086956522	1.94083608556024e-06	5
AMPLIFICATION_14Q32.33	5.65239717188745e-07	-0.358695652173913	9.89169505080304e-06	5
DELETION_TP53	0.0175850762243003	0.698529411764706	0.0439626905607508	7
TP53	0.00436433943132659	0.67156862745098	0.013886534554221	7
DELETION_17P13.3	0.0328485732187732	0.436274509803922	0.0676294154504154	7
NSD2	0.0246048825013099	-0.0490196078431373	0.0567829917744655	7
TET2	0.0135718224692673	-0.0588235294117647	0.0365395220326427	7
ANK2	0.00416826199580388	-0.0784313725490196	0.013886534554221	7
S1PR1	0.00416826199580388	-0.0784313725490196	0.013886534554221	7
KMT2C	0.00231165467228725	-0.0882352941176471	0.0101134891912567	7
DELETION_12P13.2	0.00128038788708532	-0.0980392156862745	0.0064019394354266	7
CARD11	0.000707640185487345	-0.107843137254902	0.00412790108200951	7
CCND1	0.000214139961302822	-0.127450980392157	0.00149897972911975	7
DELETION_15Q26.2	9.98394205033749e-06	-0.176470588235294	8.7359492940453e-05	7
DELETION_9P21.1	2.81787386548854e-06	-0.196078431372549	3.28751950973663e-05	7
DELETION_9P21.3	1.48282996460849e-06	-0.205882352941176	2.59495243806486e-05	7
DELETION_11Q22.3	0.0259579390968985	-0.355392156862745	0.0567829917744655	7
AMPLIFICATION_17Q24.3	1.84006534535174e-08	-0.401960784313726	6.44022870873109e-07	7
AMPLIFICATION-3Q22.1-3Q22.3	0.00666938320841822	-0.473039215686274	0.0194523676912198	7
