Hybridization REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	5.09887919610582e-13	1.52380952380952	1.78460771863704e-11	1
ANK2	0.0479532835476006	0.274220032840722	0.129104994166617	1
SAMHD1	0.0448456843209189	-0.0459770114942529	0.129104994166617	1
RAD50	0.0244717950588958	-0.0574712643678161	0.0856512827061353	1
SPEN	0.0244717950588958	-0.0574712643678161	0.0856512827061353	1
DAZAP1	0.0134414670689159	-0.0689655172413793	0.0672073353445795	1
KIAA1671	0.00740385085892246	-0.0804597701149425	0.043189130010381	1
KMT2C	0.00407995923172239	-0.0919540229885057	0.0285597146220567	1
UBR5	0.00067443782781069	-0.126436781609195	0.0118026619866871	1
DELETION_13Q12.11	0.0436262933514407	-0.236453201970443	0.129104994166617	1
DELETION_19P13.3	0.00159725483797563	-0.307881773399015	0.0186346397763823	1
AMPLIFICATION_15Q21.2	0.002930213273182	-0.307881773399015	0.0256393661403425	1
DELETION_11Q22.3	0.021673095886884	-0.314449917898194	0.0856512827061353	1
AMPLIFICATION_14Q32.33	0.00330086229826269	0.735658914728682	0.0356385148286766	2
TP53	0.0087779403223192	0.408527131782946	0.0584522186685232	2
DELETION_19P13.3	0.0100203803431754	0.387596899224806	0.0584522186685232	2
DELETION_17P13.3	0.0121395902266645	0.375968992248062	0.058761114347292	2
DELETION_13Q12.11	0.0474726289012083	0.297674418604651	0.151049273776572	2
ANK2	0.0244612065693308	-0.0581395348837209	0.0951269144362864	2
DAZAP1	0.0134311118508096	-0.0697674418604651	0.058761114347292	2
KMT2C	0.00407297312327732	-0.0930232558139535	0.0356385148286766	2
S1PR1	0.0012290212618337	-0.116279069767442	0.0215078720820897	2
DELETION_6Q25.3	0.0370759006911401	-0.177519379844961	0.12976565241899	2
AMPLIFICATION_7P22.3	5.0099086388543e-05	-0.244186046511628	0.00175346802359901	2
SPEN	0.0245393791782414	-0.0531914893617021	0.0536798919524031	3
ANK2	0.0245393791782414	-0.0531914893617021	0.0536798919524031	3
DAZAP1	0.0135076174821642	-0.0638297872340425	0.0337690437054105	3
KIAA1671	0.00746045540801096	-0.074468085106383	0.0200858414831064	3
DELETION_12P13.2	0.00412468652685428	-0.0851063829787234	0.012030335703325	3
KMT2C	0.00412468652685428	-0.0851063829787234	0.012030335703325	3
S1PR1	0.00125681880986717	-0.106382978723404	0.00439886583453509	3
SP140	0.00125681880986717	-0.106382978723404	0.00439886583453509	3
TP53	0.000378753563407494	-0.127659574468085	0.00165704683990779	3
CCND1	0.000112250499317513	-0.148936170212766	0.000561252496587565	3
DELETION_9P21.1	6.06471377400598e-05	-0.159574468085106	0.000353774970150349	3
DELETION_15Q26.2	3.25822478810997e-05	-0.170212765957447	0.000228075735167698	3
DELETION_TP53	2.99784545130646e-05	-0.234042553191489	0.000228075735167698	3
AMPLIFICATION_15Q21.2	8.11097683483594e-08	-0.361702127659574	9.4628063073086e-07	3
DELETION_11Q22.3	1.50601783676898e-16	-0.521276595744681	5.27106242869143e-15	3
AMPLIFICATION-3Q22.1-3Q22.3	2.09630402494344e-10	-0.585106382978723	3.66853204365102e-09	3
DELETION_11Q22.3	1.85996208877516e-18	0.584269662921348	6.50986731071306e-17	4
ATM	3.7120161550805e-05	0.512172284644195	0.000259841130855635	4
SAMHD1	0.0448611627818507	-0.0449438202247191	0.0923612174920456	4
RAD50	0.0244922310105497	-0.0561797752808989	0.0535767553355775	4
SPEN	0.0244922310105497	-0.0561797752808989	0.0535767553355775	4
DAZAP1	0.0134614594265573	-0.0674157303370786	0.0336536485663933	4
KMT2C	0.00409345889920482	-0.0898876404494382	0.0130246419520153	4
S1PR1	0.00124001038103881	-0.112359550561798	0.00434003633363584	4
SP140	0.00124001038103881	-0.112359550561798	0.00434003633363584	4
UBR5	0.0006794728702207	-0.123595505617978	0.00297269380721556	4
TP53	0.000370817399918013	-0.134831460674157	0.00185408699959007	4
DELETION_9P21.1	5.84670236987334e-05	-0.168539325842697	0.000341057638242611	4
DELETION_9P21.3	8.71766271795833e-06	-0.202247191011236	0.000101706065042847	4
DELETION_TP53	2.8694578923551e-05	-0.247191011235955	0.000251077565581071	4
DELETION_17P11.2	0.0131988493034095	-0.26498127340824	0.0336536485663933	4
DELETION_6Q21	7.78671051697519e-08	-0.280898876404494	1.36267434047066e-06	4
DELETION_17P13.3	0.00622209968868322	-0.298689138576779	0.0181477907586594	4
KMT2C	0.00291250234711235	0.728494623655914	0.00728125586778088	5
DELETION_17P11.2	0.00137631164670032	0.606182795698925	0.00370545443342394	5
SAMHD1	0.0448900248789073	-0.043010752688172	0.0748167081315122	5
RAD50	0.0245303699180331	-0.0537634408602151	0.0429281473565579	5
SPEN	0.0245303699180331	-0.0537634408602151	0.0429281473565579	5
ANK2	0.0245303699180331	-0.0537634408602151	0.0429281473565579	5
DAZAP1	0.0134987938225596	-0.0645161290322581	0.0277916343405639	5
KIAA1671	0.00745289950203391	-0.0752688172043011	0.0173900988380791	5
UBR5	0.000688930878229324	-0.118279569892473	0.00200938172816886	5
TP53	0.000377228772979535	-0.129032258064516	0.00120027336857125	5
CCND1	0.000111591898082307	-0.150537634408602	0.000390571643288075	5
DELETION_9P21.1	6.02261897171684e-05	-0.161290322580645	0.00023421296001121	5
DELETION_15Q26.2	3.23175885811584e-05	-0.172043010752688	0.000141389450042568	5
DELETION_9P21.3	9.1319539786388e-06	-0.193548387096774	5.32697315420597e-05	5
DELETION_TP53	2.97299683535578e-05	-0.236559139784946	0.000141389450042568	5
DELETION_6Q25.3	6.69478033864033e-07	-0.236559139784946	7.81057706174705e-06	5
DELETION_6Q21	8.6606302963628e-08	-0.268817204301075	1.51561030186349e-06	5
AMPLIFICATION_14Q32.33	1.87360105602576e-06	-0.333333333333333	1.63940092402254e-05	5
AMPLIFICATION-8Q23.2-8Q24.21	3.06786528254201e-06	-0.344086021505376	2.14750569777941e-05	5
DELETION_19P13.3	1.09310118881594e-10	-0.365591397849462	3.82585416085579e-09	5
AMPLIFICATION-3Q22.1-3Q22.3	0.00867599159492326	-0.455645161290323	0.0189787316138946	5
AMPLIFICATION_15Q21.2	0.000770674829949207	0.797619047619048	0.00539472380964445	6
DAZAP1	0.0251714214504705	0.282212885154062	0.0677692115974206	6
SAMHD1	0.0448210096244096	-0.0476190476190476	0.098045958553396	6
SPEN	0.0244392426967647	-0.0595238095238095	0.0677692115974206	6
ANK2	0.0244392426967647	-0.0595238095238095	0.0677692115974206	6
KIAA1671	0.00737665029998526	-0.0833333333333333	0.0268911053758487	6
DELETION_12P13.2	0.00405850018151255	-0.0952380952380952	0.0177559382941174	6
KMT2C	0.00405850018151255	-0.0952380952380952	0.0177559382941174	6
TP53	0.000362026168447412	-0.142857142857143	0.00316772897391485	6
DELETION_9P21.1	5.60836172441157e-05	-0.178571428571429	0.000654308867848016	6
AMPLIFICATION_7P22.3	0.0341674380102118	-0.179271708683473	0.0854185950255295	6
DELETION_9P21.3	8.16576849694719e-06	-0.214285714285714	0.000142900948696576	6
KMT2D	4.22808005060297e-06	-0.226190476190476	0.000142900948696576	6
DELETION_17P13.3	0.00768317296452821	-0.275210084033613	0.0268911053758487	6
