Hybridization REF	p	difference	q	subclass
AMPLIFICATION-8Q23.2-8Q24.21	4.18127709605412e-06	1.49411764705882	7.31723491809471e-05	1
DELETION_9P21.1	0.0386273791964842	0.405882352941176	0.103996790144381	1
DELETION_11Q22.3	0.022289985116222	0.376470588235294	0.0709226799152518	1
NOTCH2	0.0448294384119088	-0.0470588235294118	0.112073596029772	1
SPEN	0.0244503589891558	-0.0588235294117647	0.0713135470517044	1
BIRC3	0.0134205056784044	-0.0705882352941176	0.0469717698744154	1
BORCS8-MEF2B	0.0134205056784044	-0.0705882352941176	0.0469717698744154	1
SP140	0.0073859343732267	-0.0823529411764706	0.0323134628828668	1
KMT2C	0.0073859343732267	-0.0823529411764706	0.0323134628828668	1
HLA-C	0.00122519226734211	-0.117647058823529	0.00857634587139477	1
ARID1A	0.00122519226734211	-0.117647058823529	0.00857634587139477	1
DELETION_6Q25.3	0.000105858901601196	-0.164705882352941	0.00123502051868062	1
DELETION_6Q21	2.20977812331214e-06	-0.235294117647059	7.31723491809471e-05	1
ATM	0.0065882619964044	-0.358823529411765	0.0323134628828668	1
ATM	1.87850183833975e-06	0.56184012066365	3.28737821709456e-05	2
DELETION_13Q14.2	0.000320858050066745	0.451734539969834	0.00204250716970184	2
WIDE_PEAK_1P21.2-22.1	0.0227463327198196	0.308446455505279	0.0710683702614734	2
DELETION_11Q22.3	0.0284843026081478	0.295625942684766	0.0766885070219364	2
NOTCH2	0.0447656329224249	-0.0512820512820513	0.111914082306062	2
TET2	0.0243662983753623	-0.0641025641025641	0.0710683702614734	2
BORCS8-MEF2B	0.0133383990371662	-0.0769230769230769	0.0466843966300817	2
ARID1A	0.00119575377608627	-0.128205128205128	0.00597876888043135	2
TP53	0.000350144086234602	-0.153846153846154	0.00204250716970184	2
DELETION_9P21.1	0.000187809438917026	-0.166666666666667	0.00164333259052398	2
AMPLIFICATION-8Q23.2-8Q24.21	0.0102346806706928	-0.248868778280543	0.0398015359415831	2
DELETION_17P13.3	0.0100513683717896	-0.266968325791855	0.0398015359415831	2
DELETION_17P11.2	5.43410238591329e-09	-0.358974358974359	1.90193583506965e-07	2
AMPLIFICATION-3Q22.1-3Q22.3	6.71262128554682e-06	-0.518099547511312	7.83139149980462e-05	2
AMPLIFICATION_14Q32.33	0.0044830888466963	0.918103448275862	0.0142643736031246	3
ANK2	0.0448456843209189	-0.0459770114942529	0.0923293500724801	3
NOTCH2	0.0448456843209189	-0.0459770114942529	0.0923293500724801	3
SPEN	0.0244717950588958	-0.0574712643678161	0.0571008551374235	3
PCLO	0.0134414670689159	-0.0689655172413793	0.0361885651855428	3
BORCS8-MEF2B	0.0134414670689159	-0.0689655172413793	0.0361885651855428	3
KIAA1671	0.00407995923172239	-0.0919540229885057	0.0142643736031246	3
ARID1A	0.00123276545134069	-0.114942528735632	0.0047940878663249	3
TP53	0.000367410893220906	-0.137931034482759	0.00160742265784146	3
UBR5	0.000367410893220906	-0.137931034482759	0.00160742265784146	3
DELETION_9P21.1	0.000199169113776952	-0.149425287356322	0.00116181983036555	3
DELETION_6Q25.3	0.000107374507834199	-0.160919540229885	0.000751621554839393	3
