Hybridization REF	p	difference	q	subclass
AMPLIFICATION-8Q23.2-8Q24.21	4.90524348579648e-05	1.01155327342747	0.00171683522002877	1
DELETION_11Q22.3	0.0003017428257631	0.44801026957638	0.00352033296723617	1
DELETION_6Q25.3	0.0179883574496166	0.311296534017972	0.0629592510736581	1
NSD2	0.0448035010594034	-0.0487804878048781	0.120624810544548	1
DAZAP1	0.0133870868298953	-0.0731707317073171	0.0520608932273706	1
BIRC3	0.0133870868298953	-0.0731707317073171	0.0520608932273706	1
S1PR1	0.0133870868298953	-0.0731707317073171	0.0520608932273706	1
SPEN	0.00735739004999305	-0.0853658536585366	0.0429181086249595	1
KMT2D	0.0302244847235112	-0.154685494223363	0.088154747110241	1
TP53	0.000103471678191622	-0.170731707317073	0.00181075436835339	1
AMPLIFICATION_15Q21.2	0.0253849960778605	-0.22400513478819	0.0807704420659198	1
DELETION_17P11.2	0.000433780086654754	-0.276636713735558	0.0037955757582291	1
AMPLIFICATION_17Q24.3	0.00282996391693531	-0.333761232349166	0.0198097474185472	1
AMPLIFICATION_14Q32.33	3.88994948384431e-06	1.05198973042362	0.000136148231934551	2
DELETION_11Q22.3	0.00271529546143497	0.383183568677792	0.047517670575112	2
DELETION_17P13.3	0.0329671743504842	0.286264441591784	0.14255659427992	2
BIRC3	0.0270264026950191	0.250962772785623	0.14255659427992	2
NSD2	0.0448035010594034	-0.0487804878048781	0.14255659427992	2
AMPLIFICATION_13Q31.3	0.0316384865397039	-0.0975609756097561	0.14255659427992	2
DELETION_15Q26.2	0.0433558877698214	-0.142490372272144	0.14255659427992	2
DELETION_6Q25.3	0.0433558877698214	-0.142490372272144	0.14255659427992	2
DELETION_9P21.1	0.0208137444047569	-0.166880616174583	0.14255659427992	2
DELETION_9P21.3	0.0095251074148807	-0.191270860077022	0.111126253173608	2
DELETION_8P23.3	0.0300440252950181	-0.199614890885751	0.14255659427992	2
DELETION_TP53	0.00109441790374514	0.980676328502415	0.0127682088770266	3
TP53	0.00822426748216248	0.579710144927536	0.0411213374108124	3
DELETION_17P13.3	0.012304002996902	0.473429951690821	0.0429220050621492	3
KIAA1671	0.0448830562873425	-0.0434782608695652	0.120838997696691	3
NSD2	0.0448830562873425	-0.0434782608695652	0.120838997696691	3
DAZAP1	0.0134897730195326	-0.0652173913043478	0.0429220050621492	3
BIRC3	0.0134897730195326	-0.0652173913043478	0.0429220050621492	3
S1PR1	0.0134897730195326	-0.0652173913043478	0.0429220050621492	3
HLA-C	0.00411260420393774	-0.0869565217391304	0.0239901911896368	3
